latitude,longitude,depth,gap,dmin,rms,horizontalError,depthError,magError,magNst
36.6885,71.1757,222.3,70,0.649,0.68,8,4.8,0.088,35
28.0097,85.4237,10,67,0.311,0.86,5.7,1.7,0.053,107
36.5445,140.568,49.99,145,0.436,0.64,6,7,0.149,13
33.7551,139.7363,150.18,113,0.635,0.81,7.6,5.7,0.04,186
13.6076,120.7981,175.09,99,8.678,0.81,9.5,5.6,0.095,35
27.0289,130.1691,10,122,1.704,0.92,5.1,1.9,0.105,26
36.197,77.9088,84.78,100,4.58,0.93,6.2,8,0.101,27
53.5784,158.9631,123.34,110,0.587,0.65,14.9,13.2,0.159,11
17.9785,146.787,44.21,81,2.885,0.81,9.7,7.6,0.078,48
34.7327,140.819,35,147,1.58,0.57,6.9,2,0.151,13
26.5252,96.4968,64.3,49,4.282,0.77,9.5,7,0.081,45
26.9392,130.1741,10,116,1.701,0.79,7.5,1.9,0.066,71
27.6887,128.5829,10,152,0.893,0.92,8.5,1.9,0.067,76
26.9924,130.1374,10,22,1.672,0.83,6.4,1.7,,
13.8485,144.9046,128.21,84,0.26,0.76,12.4,4.8,0.063,73
41.1621,142.9061,50.51,134,0.872,0.71,6.9,3.4,0.087,39
47.1482,150.6908,27.73,76,5.423,0.73,8.2,4.8,0.044,161
46.3913,150.1942,172.02,135,5.148,0.95,10.5,7.1,0.051,114
28.4555,87.4821,10,117,2.085,1.02,4.6,1.9,0.119,19
41.1279,72.4029,35.4,51,2.171,1.08,5.4,7.4,0.13,17
16.4874,146.1097,104.02,96,1.277,0.42,7.8,9,0.191,8
29.3284,142.3135,10,69,2.227,0.61,7.8,1.8,0.052,118
28.801,129.7133,33.56,127,2.336,0.66,7.1,5,0.184,8
39.5177,144.828,29.4,134,2.798,0.73,8.9,5.7,0.078,46
14.2056,145.3019,105.67,129,0.743,0.49,7,8.7,0.175,9
21.9652,143.8674,127.49,58,5.332,0.73,13.8,7.1,0.11,23
22.0455,120.4456,24.84,117,0.967,0.56,5.3,6.8,0.131,16
41.0398,142.2019,54.89,132,1.182,1.02,7.1,6.1,0.046,147
35.1267,141.5199,28.44,128,1.544,0.73,7.5,3.9,0.172,10
18.567,145.251,516.99,13,3.347,0.74,9.4,5.5,0.037,226
38.6112,142.0328,50.05,174,1.227,0.65,8.6,11.9,0.301,4
30.5901,132.7275,10,123,2.156,0.74,8,1.9,0.092,34
33.0759,76.0936,35,148,2.432,0.73,10.2,2,0.165,10
40.1302,141.9534,35,123,1.175,0.66,6.4,1.9,0.055,98
18.5632,145.8148,147.91,99,5.028,0.64,11.8,7.9,0.046,141
17.3911,120.5795,75.28,89,3.288,0.71,7.8,5.7,0.05,124
31.8147,140.6047,37.48,162,1.459,0.59,14,7.6,0.169,10
27.704,85.0896,10,87,0.195,1.21,3.5,1.9,0.082,42
21.834,144.0202,127.12,77,5.498,0.72,11.3,6.5,0.073,55
28.4178,87.4903,10,90,2.046,0.71,6.7,1.8,0.093,32
51.8981,152.8815,419.42,128,3.174,0.95,8,7.6,0.059,78
35.5861,140.2991,50.38,109,0.649,1.03,5.9,5.9,0.078,49
31.1759,129.2631,15.47,97,1.07,0.69,5.2,4.8,0.078,50
36.4163,140.9772,52.53,113,0.661,0.93,6.8,6.6,0.065,69
44.3133,152.3663,31.72,99,7.026,0.58,9.9,4.5,0.045,144
27.8862,101.362,35,67,7.504,0.71,5.9,1.8,0.125,18
36.7677,71.0647,82.24,105,0.529,1.29,5.4,6.1,0.263,4
20.5583,120.4911,14.7,102,2.314,0.5,7.3,3.3,0.055,96
10.2558,92.2057,30.04,206,1.488,0.19,11.3,7.9,0.214,6
36.5416,70.7315,194.11,107,0.596,0.51,8.4,6.3,0.267,4
18.9422,145.4336,185.67,123,3.696,0.6,10.5,8.3,0.122,19
41.6231,120.0612,16.71,29,3.361,0.96,6.8,3.6,0.061,83
39.1241,142.2909,55.04,135,1.719,0.74,8.1,8.7,0.123,19
36.7354,142.2435,24.81,166,1.619,0.67,6.7,6.3,0.069,20
28.5599,87.5853,11.05,112,2.174,0.72,7.8,4.3,0.083,41
31.2168,141.5649,11.76,120,2.405,0.52,10.6,5.9,0.167,10
28.3854,87.3554,10,118,1.955,1.1,7.4,2,0.108,23
22.815,120.5234,8.24,87,0.493,0.66,6.5,1.4,0.1,30
28.5654,87.4796,4.44,39,2.091,0.71,5.5,2.9,0.039,213
28.4538,87.5326,9.36,36,2.093,0.9,6.5,3.5,,
28.2457,87.2227,10.37,120,1.768,0.72,8.4,6.7,0.164,10
28.4767,87.5067,6.99,89,2.08,0.73,6.9,4,0.067,66
23.9073,94.5819,83.75,139,2.978,0.76,13,8.4,0.116,20
22.7982,120.6406,13.66,40,0.405,0.64,5.2,4,,
15.0058,122.0132,38.83,84,7.82,0.77,8.4,6.4,0.057,94
30.8882,140.0782,124.69,101,2.231,1.19,9.6,3.3,0.134,16
19.5324,146.2898,34.41,104,4.294,0.67,11.2,6.8,0.097,31
28.2817,87.3528,10,120,1.918,1.06,5.5,1.9,0.113,21
30.9561,140.0808,124.52,62,2.164,1.17,7.4,5.1,,
24.1934,121.7627,9.9,86,0.154,1,2,4,0.167,10
16.9317,145.6143,267.92,123,1.689,0.85,12.9,7.8,0.098,28
13.826,144.7923,123.18,76,0.246,0.84,10.4,5,0.061,76
12.7827,143.3583,94.7,39,1.675,0.9,9.6,6.4,0.081,45
14.0875,146.7841,34.91,94,1.484,0.83,7.5,7.1,0.201,8
31.5785,103.3752,25.68,146,5.415,0.69,12.3,5.8,0.125,19
44.2822,147.9412,70.7,77,8.376,0.78,10.1,2.7,,
18.8455,146.004,162.49,122,3.59,0.96,11.3,8.2,0.089,37
43.1682,88.4902,10,66,5.698,0.72,9.8,1.9,0.105,27
27.9681,142.8888,10,116,1.07,0.67,5.9,1.8,0.102,28
14.4197,119.629,54.76,125,1.306,0.54,13.8,9.7,0.133,17
48.6105,155.3543,57.98,168,4.741,0.53,6.4,8.4,0.131,17
34.6112,69.3521,32.09,131,0.264,0.73,7.9,6.7,0.163,11
22.7638,93.9152,42.42,61,3.365,0.58,5.5,6.5,0.044,162
31.4162,130.3966,153.96,34,0.104,0.97,7.1,6.2,0.074,52
18.2358,146.5404,55.79,81,3.064,1.19,9.8,7.9,0.088,37
26.9941,127.0466,107.71,40,1.105,1.07,7.1,6.7,0.05,124
36.0381,141.0934,43.63,145,0.755,0.94,6,11.3,0.212,6
32.1179,95.0925,10,71,4.172,0.87,9,1.9,0.083,44
14.1214,146.9882,34.64,140,1.595,0.67,9.5,7,0.149,13
37.3294,141.757,35.07,127,0.938,0.98,5.4,7.8,0.071,19
42.5895,85.5796,27.33,116,4.813,1.22,11,2.7,0.192,8
21.7356,143.1603,281.69,80,5.41,1.24,9.9,6.2,0.096,30
23.1879,121.6209,44.45,86,0.36,0.98,4.6,5.9,0.06,83
26.0846,99.575,51.35,30,7.259,0.75,7.8,5.2,0.044,161
26.0476,99.492,53.99,54,7.217,0.8,9.1,5.6,0.051,120
29.3496,130.5605,31.14,108,2.154,1.02,5.5,5,0.144,14
36.674,71.4348,155.68,115,0.822,0.82,9.4,9.8,0.268,4
30.7743,142.1614,10,117,3.07,0.66,9.6,1.9,0.108,26
12.0392,143.4787,10,47,2.052,0.65,4.6,1.9,0.047,140
52.4444,153.0431,452.46,112,2.904,0.86,8.6,7.4,0.058,80
27.6711,141.0663,29.65,112,1.147,0.56,14,5.4,0.171,10
31.8701,141.7875,10,123,2.079,0.38,9.5,1.9,0.144,14
24.3271,141.7649,74.72,34,2.782,0.67,8.5,4.6,0.041,200
56.7171,113.4882,10,122,16.309,0.65,14.5,2,0.182,8
39.6181,75.6198,10,105,2.684,1.2,5.5,2,0.175,9
35.9975,139.9832,50.39,108,0.287,0.64,4.9,3.5,0.082,44
36.0535,139.9618,48.99,116,0.256,0.75,6,4.7,0.111,24
25.9006,90.2255,35.12,165,3.871,0.56,13,9.3,0.188,8
24.5185,127.7239,3.68,137,2.36,0.34,11.4,6,0.138,15
36.023,139.806,44.51,62,0.374,0.77,5.4,4.8,,
31.7178,131.7961,31.04,38,1.164,0.87,4.7,4.8,0.093,11
13.8892,146.4961,10,127,1.495,0.81,8.7,1.9,0.06,84
12.4552,126.1039,10,151,23.477,0.6,11.7,2,0.122,20
36.4865,70.8555,193.47,93,0.676,0.89,4.8,6.9,0.083,43
39.7699,75.6205,10,107,2.565,1.27,7.4,1.9,0.141,15
39.7951,75.3554,10,101,2.682,0.82,7.6,1.9,0.06,83
27.6501,140.9554,32.17,76,1.224,1.08,8.5,5.1,0.106,27
36.4277,70.69,176.46,78,0.702,0.66,7.4,3.9,0.073,51
27.6215,141.0787,30.58,74,1.114,0.64,9.9,5.6,0.108,26
51.6679,157.9144,85.21,71,1.43,0.72,8.7,5.1,0.033,274
31.09,129.1337,10,99,1.204,1.01,6.8,1.9,0.098,30
36.7957,138.1005,205.13,51,0.262,0.89,6.7,5.9,0.1,28
39.3322,142.0906,54.97,125,1.781,0.72,7,5.9,0.035,245
29.0107,142.9973,10,36,2.038,0.65,7.8,1.8,0.047,139
27.8608,85.3631,22.11,44,0.153,0.57,8.1,3.3,0.069,61
16.7351,145.5636,341.35,140,1.501,0.46,15.1,9.4,0.192,7
32.7567,130.5823,10,90,0.442,0.55,4.5,1.9,0.218,6
24.1508,121.7696,14.2,136,0.161,0.5,1.9,3.9,0.201,7
18.2354,145.5059,277.65,123,2.99,0.53,15.6,5.8,0.118,19
27.0394,143.2098,24.99,153,0.916,0.98,10.7,6.8,0.187,8
23.9517,122.8633,5.95,108,0.53,0.8,4.6,6.1,0.368,2
24.1638,121.9601,5.05,137,0.333,0.89,7.2,4,0.162,11
24.1993,121.7836,7.72,65,0.174,0.75,2.9,4,0.058,90
24.1774,121.7687,9.33,85,0.158,0.73,6,4.4,0.071,58
27.958,85.5191,10,104,0.303,0.82,5.4,1.9,0.134,15
31.1061,129.2477,8.16,99,1.106,0.78,6.4,4.1,0.04,197
10.2467,126.0834,43.71,130,3.195,0.52,7.2,8.8,0.14,15
54.2264,159.5444,128.03,127,1.318,1.03,13.6,12,0.092,31
24.0794,125.8195,18.86,129,2.591,0.95,4.7,5.7,0.088,38
24.7209,122.0235,9.25,34,0.54,0.88,5.9,4.1,0.05,129
30.659,66.3878,10,33,4.472,0.95,8,1.8,0.055,32
30.6507,66.4361,10,55,4.459,0.95,6.7,1.9,0.095,34
30.6598,66.4243,10,21,4.456,0.87,7.4,1.8,0.055,32
38.2944,135.2604,366.15,36,2.375,0.59,8.9,7.8,0.046,132
11.9845,125.047,44.39,91,4.524,0.71,6.7,5.6,0.047,141
31,129.1689,10,110,1.211,1.03,4.7,1.9,0.065,23
46.8985,150.3892,169.19,124,5.226,0.76,10.7,4.4,0.057,83
17.6632,145.6666,287.91,55,2.411,1,8.2,7.1,0.083,40
24.5476,125.102,30.28,117,1.906,1.21,8.6,6.1,0.076,51
37.5473,141.8511,34.96,119,0.901,0.6,5.9,2,0.061,82
32.7069,130.5734,8.33,101,0.488,0.77,3.9,5.2,0.124,19
36.0642,69.0671,45.57,75,1.52,1.15,5.2,8.5,0.146,13
27.5021,140.0594,490.1,66,1.933,0.89,9.1,7.6,0.042,160
31.0912,129.4113,10,95,0.984,0.9,5.4,1.9,0.169,10
32.682,130.6254,9.37,114,0.489,0.83,4.6,3.5,0.122,19
24.2716,94.3125,71.48,52,2.92,0.68,8.1,7,0.066,72
43.3295,146.6187,60.64,95,2.87,0.95,7.9,5.6,0.029,391
24.6627,122.0607,11.24,161,0.598,0.69,1.6,8.7,,
24.6833,122.0531,9,26,0.582,0.91,5.3,1.2,,
32.6629,138.1551,337.95,113,1.443,0.34,10.9,7.9,0.183,8
24.6832,121.9601,17.53,158,0.51,0.53,2.8,3.5,,
24.69,121.95,7.5,,,0.88,1.6,7.6,,
24.6953,121.9839,8,25,0.521,1,4.6,1.7,,
36.2179,71.2012,99.82,98,1.036,0.58,6.2,1.9,0.08,15
43.8705,148.3426,37.79,135,4.156,0.8,4.5,8.1,0.065,69
39.1159,144.7991,10,135,3.154,1.01,8.6,1.9,0.077,49
11.7849,144.8433,10,83,1.793,0.77,8.8,1.7,0.125,19
11.7859,144.7934,10,171,1.794,0.56,15.2,1.8,0.17,10
11.7856,144.7025,10,169,1.8,0.63,12.3,1.9,0.106,26
11.8016,144.6805,10,119,1.786,0.7,15.5,2,0.203,7
11.8178,144.7769,10,49,1.763,0.98,5,1.8,0.049,133
24.0515,141.7288,99.17,97,3.059,0.67,12.5,7.6,0.064,73
36.4919,70.7246,206.19,88,0.643,1.12,6.9,5.5,0.152,12
31.5419,100.6873,10,44,7.671,0.95,5.5,1.9,0.094,33
28.0545,84.5639,15.99,73,5.984,0.63,8.7,4.2,0.087,38
32.0502,94.9817,45.96,95,4.056,0.91,9.1,8.2,0.114,21
36.6165,141.5637,34.63,116,1.172,1.26,4.8,5.6,0.185,8
18.934,145.5413,199.48,138,3.68,0.38,10.7,11.2,0.182,9
12.85,142.7273,146.98,105,2.21,0.86,12.5,7,0.121,20
27.9448,84.9277,10.23,104,0.414,1.04,5.9,5.3,0.076,50
32.0221,95.0268,8,25,4.072,0.89,7.3,1.8,0.05,39
13.0573,148.4806,12.74,94,3.395,0.75,10.9,5.1,0.134,16
53.2054,160.7016,24.19,216,1.25,1.01,15.1,11.3,0.113,22
32.6053,142.0527,10,174,1.951,0.84,9,2,0.204,7
27.6518,102.5263,10,178,9.392,0.46,8,2,0.219,6
17.0408,147.062,42.79,158,2.167,1.03,17.5,9.7,0.16,11
43.6947,148.55,35,107,4.305,0.68,9.4,2,0.063,74
43.8208,148.4696,35,172,4.252,0.99,8.1,2,0.108,24
43.7843,148.4072,25.01,97,4.211,1.08,9,4.5,0.041,181
43.8229,148.3998,29.56,97,4.202,0.89,9.2,4.7,0.046,145
43.8508,148.4027,24.96,97,4.201,0.62,7,4.5,0.033,296
12.05,143.7578,44.31,88,1.874,0.63,11.2,7.1,0.08,47
31.073,129.1749,10,73,1.177,0.75,6.4,1.9,0.098,10
51.9128,157.8244,117.82,162,1.199,0.48,10.8,7.2,0.126,17
11.3506,91.5047,10,36,8.122,0.77,7.6,1.7,0.046,155
11.2676,91.4012,10,103,8.13,1.18,3.7,1.9,0.122,19
29.42,130.4829,25.69,128,2.082,0.82,8.6,5.7,0.125,19
38.3103,141.8053,43.15,112,0.914,0.75,6.3,5.9,0.073,18
31.4527,140.3394,56.84,116,1.716,1,7.8,7.9,0.201,7
28.21,85.7631,39.31,66,0.634,0.78,8.1,6.8,0.093,32
36.5179,70.3441,218.85,93,0.634,1.14,5.4,9.1,0.26,4
36.5382,70.9054,175.94,83,0.643,0.86,8.4,7.6,0.235,5
29.9663,138.8486,416.73,100,3.245,0.67,11.8,8,0.062,70
34.7921,86.6563,10,95,9.814,0.73,9.8,1.8,0.057,94
43.2458,145.094,98.13,134,1.885,0.92,8.7,6.7,0.134,15
24.007,121.0002,10,80,0.222,0.49,3.2,1.8,0.086,40
31.122,129.2313,10,122,1.114,0.47,6.5,1.9,0.111,23
32.1456,137.6409,410.07,79,2.051,0.79,12.7,9.4,0.134,15
44.2697,147.5131,105.56,123,3.541,0.67,8.9,7.1,0.054,103
24.1797,121.7867,10,74,0.175,0.76,2.7,1.9,0.18,11
34.8922,104.7161,13.26,97,6.118,0.95,7.4,5.3,0.139,14
25.4013,91.7893,37.62,99,2.715,0.5,7.3,7.6,0.123,18
31.1632,129.1867,10,100,1.136,0.67,6,1.9,0.062,79
31.1062,129.2388,15.01,105,1.114,0.63,6.1,4.5,0.075,55
19.3397,145.8571,133.7,104,4.076,0.76,13.1,3.7,0.144,13
31.0885,129.3788,10,103,1.01,1.12,7.1,1.9,0.082,44
31.2618,129.297,10,35,1.018,0.8,6.2,1.8,,
13.7899,144.8854,109.67,27,0.2,0.81,8,3.9,0.054,104
18.5958,147.8666,47.25,109,5.751,1.19,6.2,9.3,0.132,17
17.4665,145.6767,235.47,125,2.215,0.32,14.3,7,0.132,16
59.5524,146.2564,10,57,2.297,0.69,7.3,1.8,0.042,176
37.2692,71.9116,203.21,124,0.328,0.52,7.1,8.8,0.371,2
47.9811,152.9342,131.67,138,5.963,0.97,12.5,9.1,0.135,15
23.4721,121.4951,25.89,94,0.198,0.75,4,5.3,0.063,24
19.7209,120.0903,10,73,3.216,0.89,8.1,1.8,0.075,55
31.0991,129.2972,14.25,93,1.07,0.71,6.4,3.5,0.058,95
23.4241,94.287,26.82,144,3.074,0.76,11.4,7,0.127,17
45.4873,142.6217,312.38,95,1.368,0.67,8.3,6.4,0.039,187
49.7603,156.0809,60.97,128,3.502,0.58,9.5,6.6,0.046,145
28.1463,127.4559,191.72,101,1.493,0.77,9.6,8.2,0.088,36
17.6183,145.4863,219.46,47,2.381,0.79,8.2,6.5,0.041,178
20.2808,121.8351,10,121,2.62,1,9.5,1.9,0.103,28
36.8594,71.406,176.57,66,0.699,0.7,6.4,4.4,0.071,58
15.9323,145.4942,262.03,130,0.744,0.96,17.5,6.7,0.233,5
20.6963,122.9295,21.63,151,2.722,0.71,15.2,8.1,0.202,7
33.001,131.05,13.65,89,0.191,0.78,4.7,3.6,0.08,15
32.9914,130.9774,16.83,104,0.157,0.92,5,4.1,0.09,37
13.9911,144.5442,178.33,99,0.508,0.94,12.5,6.1,0.155,11
36.0287,140.0284,52.08,135,0.24,0.49,5.4,3,0.137,15
38.5152,141.7505,46.06,113,0.994,0.99,6.5,5.4,0.071,19
38.1877,74.1795,165.73,50,2.099,0.9,6.4,4.2,0.09,35
23.2498,103.2962,14.72,56,5.999,0.62,7.5,4.7,0.084,42
23.2399,103.2772,14.29,96,5.98,0.69,10.9,2,0.147,13
23.3064,103.3432,15.54,66,6.07,0.98,8.8,4.6,0.095,32
9.2946,127.0787,10,185,2.662,0.37,15.2,1.9,0.169,10
38.6034,73.8565,104.13,45,1.823,0.75,6.1,3.2,0.07,59
32.66,130.6019,10,125,0.518,0.88,3.6,1.9,0.168,10
40.4222,77.7364,34.79,75,1.306,1.18,6.4,6,0.131,22
11.945,144.0232,37.52,61,1.83,0.93,9.1,6.3,0.067,66
29.6379,87.9346,25.81,156,2.779,0.6,13.1,6.2,0.104,25
26.8828,127.9072,12.54,63,0.329,0.35,6.9,5.6,0.135,16
27.7602,127.6415,95.49,116,1.078,0.5,8,5.8,0.126,19
39.9535,143.6988,35,162,2.1,1.14,6.6,2,0.141,14
13.7962,145.0981,115.16,75,0.303,0.63,10.3,6.2,0.074,54
24.1949,125.2615,35.16,136,2.07,1.18,11.3,8.9,0.147,13
44.3927,152.5583,24.07,178,7.161,0.9,6.5,7,0.2,8
18.7909,145.2982,200.12,121,3.561,0.47,14.7,6,0.188,7
37.239,71.7137,103.43,115,0.293,0.53,6.4,5.2,0.243,5
43.0922,145.4848,65.5,128,2.029,1.3,8.8,8.5,0.136,15
43.6954,147.5063,61,20,3.575,0.71,6.8,1.8,,
24.1851,121.7566,10.46,87,0.148,0.73,2.3,5.5,0.302,3
38.2791,142.13,25.06,148,1.134,0.65,7.9,6.4,0.146,13
20.1012,146.3562,38.67,134,4.864,0.6,7.3,8.9,0.153,12
22.2751,94.6863,119.97,71,2.843,0.34,9.2,7.7,0.106,25
24.1742,121.7404,12.08,54,0.133,0.67,6.7,4.5,0.062,78
39.8936,144.9225,28.94,73,2.505,0.75,7.9,4.2,0.032,310
32.5602,130.5327,10,100,0.633,1.08,5.2,1.9,0.129,17
11.8511,143.3375,10,18,2.283,0.78,8.8,1.8,0.031,354
48.2329,154.3455,62.83,143,5.326,0.73,12,8.5,0.082,42
56.7584,123.0281,14.6,80,6.283,1.11,9.5,4.8,0.133,16
19.2155,145.7279,116.58,127,3.953,0.54,13.4,4.1,0.107,25
28.964,142.7662,30.59,100,1.931,1.11,7.6,4.9,0.056,98
15.0178,123.2256,30.29,132,8.527,0.31,14.8,6.2,0.127,18
22.6224,94.7197,79.46,115,2.843,0.95,8.9,9,0.136,15
36.4002,70.7246,114.95,75,0.733,1.33,5,5.8,0.089,37
38.1366,74.6378,133.28,84,2.434,0.93,7.2,7.4,0.089,36
24.1896,121.7508,12.59,72,0.143,0.56,3.8,4.7,0.067,65
36.412,70.6549,207.55,85,0.715,0.79,6.6,6.1,0.15,12
30.8916,138.6821,377.83,108,2.41,0.62,9.7,8.2,0.084,38
13.1176,143.3773,202.92,93,1.525,0.68,11.9,9.6,0.098,29
43.9792,87.0362,26.91,113,4.369,1.04,6,5.8,0.156,12
55.7911,110.3437,10,61,0.453,0.67,6.2,1.9,0.114,22
37.6322,135.5023,360.17,71,2.218,1.25,3.6,9.4,0.134,15
33.1143,140.4294,64.65,115,0.516,1.27,9,6.5,0.224,7
29.6842,140.6573,10,112,2.908,0.8,8.8,1.6,0.112,23
21.7055,143.0268,267.31,160,5.421,0.7,15.2,9.6,0.125,18
33.2523,131.2868,2.35,100,0.366,0.99,4.3,1.9,0.147,13
39.674,74.125,10,85,1.803,1.33,6.7,1.8,0.063,77
14.133,145.3243,123.51,79,0.698,0.55,5.2,5.7,0.045,148
32.762,130.6075,10,126,0.427,1.23,2.8,1.9,0.144,14
9.9767,126.5335,35,168,3.038,0.84,13.4,2,0.145,14
24.1798,121.7654,17.02,129,0.156,0.79,4.6,9.8,0.524,1
35.8567,70.4691,91.29,89,1.269,1.13,5.7,8.2,0.124,18
9.0791,126.2223,80.16,69,2.095,1.23,10.5,6.6,0.099,30
12.6862,126.0731,10,104,5.602,0.68,9.9,1.9,0.099,30
48.317,153.1932,144.06,135,5.585,0.48,10.8,7.8,0.071,59
41.1235,142.8263,42.76,136,0.924,0.8,7.3,2.6,0.079,47
32.7625,130.4733,10,85,0.495,0.73,5,1.8,0.05,123
24.2641,121.7948,15.63,125,0.203,0.5,2.8,3.5,0.298,3
24.2001,121.7933,14.26,87,0.183,0.95,3,0.8,0.136,15
23.3187,121.3914,10,38,0.113,1.13,5.3,1.8,,
24.2933,121.8507,10,137,0.749,0.66,6.3,1.9,0.148,13
24.2392,121.829,10.68,85,0.223,0.54,2.9,3.9,0.191,8
24.2001,121.7769,11.28,49,0.168,0.94,2.7,2.2,0.083,14
24.2309,121.8009,13,29,0.196,0.83,5.1,1.6,,
20.7281,121.153,16.65,63,4.237,0.74,6.8,4.3,0.076,53
37.3528,72.0592,149.34,79,0.363,0.63,4.8,4.9,0.12,19
12.4373,143.9283,10,157,1.466,0.33,8.3,2,0.178,9
34.5095,81.117,33.58,133,6.568,1.01,9.6,4.4,0.152,12
43.0721,145.8652,68.74,126,2.262,0.75,6.6,6.1,0.051,119
37.9217,143.0231,6.68,65,1.767,1.14,4.8,3.9,0.056,97
24.116,126.204,14.13,51,2.934,0.75,5.4,3.8,0.05,124
50.9088,156.362,116.5,135,2.352,1.1,10.6,4.5,0.103,30
30.2621,131.112,32.63,133,1.366,1.13,7.5,6.3,0.117,21
38.2124,141.6444,43.98,87,0.756,0.85,6.9,4.8,0.034,275
33.1995,140.5908,87.47,83,0.657,0.52,7.5,6.9,0.157,12
33.6559,141.8052,10.2,170,1.751,0.35,8.8,2,0.153,12
39.637,141.9826,49.74,149,1.524,0.7,5.8,9.7,0.2,7
39.6698,75.2934,44.05,68,2.702,1.06,7.8,8.2,0.16,11
10.4591,126.195,63.79,78,3.422,0.65,9.2,7.3,0.068,67
23.9846,121.584,11.44,60,0.188,0.65,2.5,4.7,0.187,8
21.2173,121.1261,10,37,1.593,0.88,7.1,1.7,0.04,215
45.0125,147.271,157.18,157,3.46,0.77,10,8.8,0.091,33
9.8064,126.211,31.43,112,2.79,0.77,10,4.9,0.106,26
21.7315,143.1106,267.09,46,5.406,0.82,10.7,5.8,0.06,81
46.9949,152.9331,82.29,104,6.844,0.62,11.8,7.4,0.161,11
11.1997,141.1069,10,87,4.375,1.02,11.9,1.9,0.117,22
11.194,141.075,10,125,4.404,0.61,7.8,1.9,0.166,11
23.3758,121.5503,33.26,103,0.233,0.76,1.9,6.7,0.308,3
23.1912,121.0551,10,93,0.299,0.91,1.7,1.3,0.189,8
49.8528,156.2171,87.31,136,3.389,0.65,10.4,6.9,0.079,46
35.1674,137.5158,45.5,113,0.438,1.24,4.2,8.3,0.155,12
10.2055,91.5917,22.65,71,1.832,0.89,6.3,5.2,0.143,14
38.913,142.0351,40.63,155,1.429,0.55,7.1,8.3,0.192,8
37.0018,71.4798,114.79,39,0.546,0.98,6.6,4,0.068,21
32.7396,130.5321,4.3,92,0.481,0.58,1.9,4.9,0.108,25
29.6782,129.8179,47.82,57,1.905,0.67,7.9,7.8,0.088,38
32.9794,131.052,10,91,0.206,0.7,4.7,1.9,0.148,17
50.8361,156.0818,136.15,165,2.485,0.65,12.1,8.5,0.083,41
12.4936,123.5287,10,136,2.987,0.53,12.1,1.9,0.139,15
14.0223,145.3652,105.58,87,0.646,0.81,4.4,6.8,0.139,15
28.3101,129.0268,79.81,75,1.613,0.83,8.2,5.6,0.066,67
35.6776,106.414,14.81,130,5.975,0.6,13.8,4.8,0.173,9
32.0743,94.9179,10,47,4.025,0.77,5.2,1.9,0.068,65
31.9952,95.1012,15.92,42,4.11,0.74,8.6,4.3,0.053,109
36.8034,83.6197,10,109,6.673,0.8,10.3,1.9,0.186,8
21.9221,102.3517,10,32,4.447,0.68,7.4,1.9,0.065,70
49.3344,153.19,172.81,102,4.722,0.57,5.5,8.7,0.046,136
24.5441,96.0794,57.11,132,3.963,1.12,11.9,9.8,0.118,20
40.5462,144.6922,29.25,119,1.868,0.51,8.8,5.3,0.092,35
9.9398,93.8287,31.38,78,2.01,0.72,7.7,4.7,0.122,20
30.0524,139.7062,180.94,119,3.054,0.66,11.6,8.3,0.185,9
26.3079,140.5803,398.59,115,1.635,0.55,12.1,7.6,0.057,84
51.505,155.0211,253.61,99,2.298,0.7,7,8.7,0.061,75
46.7763,150.5309,187.87,84,5.332,0.75,11.4,6.6,0.07,58
33.4717,134.4206,10,87,0.523,0.68,5.3,1.9,0.148,13
13.9844,144.8875,130.75,85,0.393,0.32,11.4,4.1,0.106,28
33.2495,131.4328,8.02,130,0.482,0.56,4.8,6.3,0.156,12
30.6982,132.558,33.31,140,1.978,1.37,5.6,6.3,0.164,11
37.8013,141.6216,33.11,41,0.662,0.8,5.3,3.5,,
36.1948,71.1964,98.31,87,1.054,0.63,7.2,6.5,0.068,64
32.8081,130.6893,8.61,100,0.353,0.63,5,4.4,0.112,23
33.2429,131.4164,14.16,101,0.467,0.84,4.8,1.9,0.154,17
38.5163,142.0294,64.31,107,1.171,0.9,6.1,7.8,0.24,5
36.519,70.1303,220.7,67,0.703,0.75,6.7,4.6,0.045,153
49.1611,151.9597,245.45,133,5.353,0.57,5.9,7.1,0.052,103
36.6754,140.7804,81.35,145,0.65,1.09,5.6,6.9,0.18,11
10.2564,93.7772,42.83,156,1.721,0.89,4.6,9,0.096,31
10.2153,93.6895,10,36,1.706,0.91,6.7,1.7,0.045,167
32.485,130.6729,6.76,100,0.66,0.72,4,4.8,0.086,13
28.3381,87.8381,55.92,46,2.315,1.13,6.8,7.6,0.104,30
15.8753,147.3491,10,163,1.625,0.69,12.4,1.9,0.101,29
23.8955,122.5905,10,105,0.686,0.65,4.6,1.9,0.055,99
32.6339,130.5398,10,54,0.565,0.74,5.2,1.9,0.08,15
35.6595,140.7232,36.02,119,0.715,0.93,5.3,5.9,0.089,12
32.5574,130.6136,5.4,32,0.607,0.89,4.9,3.9,,
26.411,142.8629,37.62,128,0.912,0.54,12.6,8.2,0.141,15
30.8067,138.6444,375.43,55,2.507,0.87,9,5.7,0.053,103
32.762,130.6892,7.03,101,0.394,0.38,3,6.2,0.271,4
26.6213,126.6247,90.47,84,1.489,0.5,4.9,7.8,0.098,30
26.5277,130.2004,35.11,77,1.752,0.57,7.2,4.9,0.033,292
