latitude,longitude,depth,gap,dmin,rms,horizontalError,depthError,magError,magNst
33.4868,138.9519,247.37,77,0.786,0.81,9.3,6.4,0.101,28
13.3429,120.6237,56.21,134,0.813,0.31,11.1,9.3,0.158,11
46.8292,152.6621,69.68,138,7.073,0.53,13.3,8.4,0.123,18
33.0045,131.0887,10,104,0.214,0.73,4.8,1.9,0.177,9
42.1608,142.9119,60.61,73,0.233,0.67,6.6,6.7,0.094,33
11.6842,143.84,10,138,2.143,0.29,10.1,1.9,0.188,8
12.9466,92.3335,37.35,58,1.344,0.85,8.2,6.1,0.074,55
32.6833,130.5909,4.51,93,0.501,0.73,4.8,5,0.143,14
33.0143,131.0991,10.46,52,0.217,0.91,5.9,3.2,,
32.93,131.3657,27.67,108,0.454,1,4,6.5,0.158,11
32.8492,130.7121,10,91,0.307,0.64,3.9,1.8,0.062,78
37.0351,141.299,44.33,140,0.925,1.01,6.1,9.4,0.126,18
23.1741,121.0551,10,122,0.311,0.44,1.3,1.8,,
35.8164,140.2192,60.15,116,0.414,0.86,6.5,4.1,0.087,38
32.6991,130.5764,3.47,95,0.494,0.77,5.2,3.8,0.062,79
36.3757,71.2135,109.92,77,0.906,0.65,7.4,6.4,0.117,20
32.9642,130.9656,10,125,0.176,0.55,5.1,1.9,0.138,15
17.8514,147.8886,10,84,3.285,0.58,11,1.9,0.099,30
42.7898,141.9678,113.07,85,0.387,0.71,5.9,3.5,0.106,25
18.3238,145.3291,310.76,138,3.097,0.66,14.8,11.1,0.096,29
32.6555,130.677,4.51,86,0.497,0.75,4.4,4.3,0.065,71
33.0139,131.0501,15.88,90,0.182,0.64,4.4,4.9,0.176,10
53.8007,160.6588,55.13,117,1.432,0.71,9.3,8.8,0.118,21
32.9386,130.9457,10,99,0.194,0.98,3.1,1.9,0.091,37
51.0281,157.2422,86.1,119,2.102,1.03,9.3,7.1,0.065,69
32.8815,130.7501,10,110,0.265,0.78,4.9,1.9,0.27,4
32.733,130.6863,9.9,95,0.422,0.88,2.9,4.8,0.098,31
22.4551,121.87,10,74,0.814,0.91,5,1.8,0.051,119
32.7657,130.5546,3.34,105,0.449,0.79,4.3,5,0.106,27
32.7232,130.6626,9.12,32,0.439,0.61,5.2,3.9,,
32.6704,130.6829,10,91,0.481,1.1,3.2,1.9,0.094,34
32.9995,131.1284,9.24,59,0.245,0.67,3.2,4.8,0.102,29
28.3437,87.4392,10,64,1.979,0.87,7.5,1.9,0.114,21
40.997,70.9877,38.46,43,0.947,0.9,5.4,5.7,0.047,139
36.0464,70.7199,92.36,46,1.083,0.84,4.7,5,0.059,85
32.7316,130.6831,5.69,85,0.424,0.66,4.8,4.1,0.052,113
32.5367,130.4824,8.12,110,0.674,0.76,4.7,5.3,0.119,20
32.8404,130.7768,9.07,55,0.296,0.79,4.4,3.3,,
32.5586,130.574,10,92,0.619,0.79,4,1.9,0.086,13
32.6489,130.6516,10,86,0.511,0.79,4.5,0.8,0.086,13
32.8526,130.7623,10,106,0.288,0.8,5.3,1.9,0.102,29
32.788,130.6451,10,73,0.388,0.69,3.8,1.8,0.093,11
32.7537,130.7439,10,61,0.386,0.7,4.1,1.8,0.08,15
33.2528,131.3738,10,47,0.435,0.61,4.1,1.8,0.08,15
32.9476,130.9111,10,104,0.179,0.82,3.4,1.8,0.08,15
32.8671,131.1369,10.95,63,0.337,1,4.7,4.1,0.119,20
32.5936,130.5146,10,99,0.611,0.87,2.8,1.9,0.098,31
32.7106,130.7408,4.05,91,0.428,0.76,2.6,5,0.093,37
32.9695,130.9231,13.19,81,0.16,1.16,5.2,4.5,0.075,53
32.9223,130.9738,7.59,71,0.218,0.77,4.5,2.9,0.13,18
32.7884,130.7323,8.78,100,0.357,0.73,4.9,4.7,0.093,34
33.0808,131.1656,10,107,0.246,1.28,3.9,1.8,0.194,9
33.0051,131.1569,13.22,19,0.263,0.87,4.7,3.2,0.098,10
12.3606,145.1379,10,120,1.249,0.56,10.9,2,0.157,12
12.4027,145.0171,22.92,55,1.188,1.07,9.2,5,0.06,85
32.8609,130.9151,10,97,0.265,0.99,4.2,1.9,0.123,20
33.0919,131.0131,19.81,102,0.119,0.74,5.4,4,0.127,18
33.0883,130.8645,18.99,45,0.038,1.01,3.8,3.5,0.079,47
32.9867,130.9788,10,115,0.162,0.89,4.6,1.9,0.264,5
32.9206,131.0717,10,106,0.261,1.03,3.2,1.9,0.202,7
32.9196,131.0212,4.35,32,0.238,0.61,5,3.5,0.089,12
39.781,141.7986,57.81,105,1.323,0.71,6.2,7,0.077,51
33.209,131.3317,10,101,0.39,0.71,4.9,1.4,0.113,26
33.0573,131.183,6.6,104,0.265,0.81,4.7,5.1,0.176,10
32.7415,130.7325,9.24,85,0.401,0.92,4.9,4.7,0.069,63
32.7568,130.7758,10,85,0.376,0.96,3.8,1.9,0.368,2
32.9241,130.8091,10,61,0.208,1.23,5.4,0.9,,
32.7091,130.7194,10,51,0.435,0.88,4.8,1.8,0.063,85
32.6976,130.8055,10,109,0.43,1.31,6.5,1.9,0.191,9
32.6729,130.7928,10,85,0.456,0.9,6.8,1.9,0.081,47
32.7665,130.8229,10,68,0.36,0.87,7.7,1.9,0.081,51
32.8598,131.8011,10,124,0.82,0.92,6.2,1.9,0.216,7
32.7906,130.7543,10,32,0.349,0.85,4.9,1.7,,
51.3215,90.0108,10,86,4.113,0.83,5.1,1.9,0.105,28
36.4241,71.2923,104.47,74,0.906,0.94,6.3,6.4,0.127,18
18.5315,145.7314,114.01,95,3.272,0.92,11.6,7.6,0.056,96
36.1748,70.1956,110.5,76,0.997,1.35,6.7,9.6,0.155,12
32.8657,130.7484,5.97,106,0.28,0.71,4.7,3.6,0.149,13
32.8197,130.6781,10,103,0.347,0.89,4.4,1.9,0.303,3
32.7627,130.7115,10,89,0.387,1.1,3.5,1.8,0.082,44
32.8511,130.7839,10,78,0.284,0.65,3.6,1.8,0.094,34
32.7456,130.7048,10,85,0.405,0.74,4.4,1.6,0.064,73
36.2105,141.7041,35.59,127,1.224,0.88,7.1,6.7,0.071,59
32.7113,130.6768,10,91,0.445,0.88,4.3,1.9,0.097,31
32.6909,130.7685,10.68,85,0.442,0.75,4.9,4.1,0.086,13
32.7422,130.7298,10,85,0.401,0.78,1.8,1.9,0.087,39
32.7017,130.7679,10,85,0.431,0.73,5.5,1.5,0.058,91
34.1568,138.2967,267.53,69,1.583,0.87,7,5.5,0.037,214
32.716,130.6904,10,22,0.436,0.97,3,1.7,0.044,174
32.6973,130.7204,8,32,0.446,0.86,3.9,1.7,,
32.7805,130.7516,10,85,0.359,0.82,4.3,1.9,0.085,43
32.7574,130.8119,10,101,0.37,0.85,4.1,1.5,0.124,19
32.7911,130.728,10,85,0.355,0.88,3.9,1.9,0.149,13
9.9591,126.0483,94.43,142,23.211,0.58,14.9,6,0.125,18
32.7076,130.6892,10,107,0.445,0.94,3.3,1.9,0.145,14
32.6823,130.7151,10,85,0.461,0.83,2.9,1.9,0.088,40
32.6649,130.687,10,100,0.485,0.86,4.6,1.9,0.107,27
32.7429,130.8235,10,58,0.383,0.9,6.1,1.8,,
32.8259,130.6901,10,101,0.337,1.27,5,1.9,0.179,9
32.5394,130.6376,10,51,0.617,0.85,5.1,1.9,0.071,60
32.788,130.7042,9,18,0.366,1.14,4.6,1.7,,
35.6247,139.6459,47.07,132,0.749,1.09,5.8,8.4,0.157,14
23.816,94.1986,61.25,40,2.61,0.51,7,7.1,0.057,93
41.8042,143.2916,43.09,149,0.233,0.51,6.9,2.2,0.143,14
53.77,160.8036,32,80,1.49,0.62,5.4,1.8,,
43.4073,150.6026,10,264,5.659,1.23,15.6,2,0.187,8
14.1248,145.6785,104.43,185,0.95,0.54,9.2,8.2,0.257,4
26.0112,126.1876,84.54,71,2.042,0.65,7.9,8.7,0.137,15
35.2423,140.3276,44.05,179,0.992,0.69,7.4,10.8,0.17,10
12.5623,95.1787,10,95,2.546,0.56,7.9,1.9,0.149,14
23.0944,94.8654,136,14,3.001,1.03,7.1,1.8,,
13.2942,145.7514,10,65,0.907,0.59,7.3,1.9,0.052,115
37.386,71.8263,137.58,62,0.195,0.63,4.2,6.5,0.174,9
11.3411,141.1701,10,122,4.247,0.89,16.5,1.9,0.156,12
37.1127,141.9738,23.22,120,1.207,0.7,6,4.8,0.051,116
36.087,140.1484,66.12,165,0.147,0.88,7.9,4.4,0.217,6
36.3937,70.9266,137.1,79,0.782,1.04,4.5,6.3,0.121,19
11.4135,140.8893,10,43,4.446,0.77,10,1.9,0.063,78
11.3791,140.972,10,83,4.393,0.76,11.2,1.9,0.067,67
11.2707,140.9555,10,100,4.463,0.94,14.2,1.9,0.108,25
11.3727,140.9354,10,43,4.428,0.85,11.1,1.9,0.066,71
11.3235,140.8509,10,39,4.524,1.2,9.8,1.8,0.039,220
11.4046,140.9434,10,83,4.405,0.65,6.2,1.8,0.061,81
29.2498,130.6151,10,135,2.256,0.57,8.5,1.1,0.142,14
29.2707,130.485,28.88,113,2.231,0.67,7,5.4,0.079,49
28.8363,130.6676,6.75,116,2.67,1.45,7.6,4.8,0.055,102
51.1877,160.4647,34.89,130,2.152,0.79,9.3,5.4,0.093,32
11.4915,140.9174,10,141,23.421,0.5,16.3,1.9,0.082,44
11.3629,140.9017,10,31,6.122,0.74,6.9,1.7,0.033,318
11.4099,141.1875,10,133,4.196,0.96,5.7,1.9,0.136,16
27.6062,86.0621,10,146,0.67,0.93,4.6,1.9,0.097,30
11.3812,140.8649,10,131,4.483,0.6,14.2,1.9,0.094,33
11.3192,140.8257,10,30,4.547,0.89,8.5,1.7,0.032,338
36.2029,70.6543,101.29,78,0.923,0.85,5.8,7,0.151,12
23.9404,121.7404,5.24,100,0.267,0.43,2.3,4.8,0.24,5
38.9304,142.5858,29.98,99,1.764,1.3,7.8,5.7,0.105,26
10.7636,140.8178,10,95,4.855,0.84,9.5,1.9,0.165,11
13.9702,145.2374,121.77,107,0.521,0.74,7.2,7.1,0.091,35
36.2741,71.254,101.34,81,1.009,0.8,6.2,6,0.134,15
32.1192,141.7638,27.34,103,1.922,0.82,8.2,5,0.039,197
18.5956,145.6984,210.95,63,3.337,0.61,9.4,6.4,0.098,31
36.4294,71.1157,218.52,79,0.818,0.78,8.4,7.2,0.133,15
11.3114,140.9175,10,111,4.474,0.64,12.1,1.9,0.084,42
9.4651,126.3701,35,141,16.907,0.56,7.7,2,0.155,12
24.5576,122.1419,58.2,30,0.628,0.91,4.4,4.1,0.069,20
11.3506,141.031,10,127,4.358,0.83,7.6,1.8,0.07,62
11.32,140.9076,10,126,4.477,0.59,15.1,1.9,0.119,21
24.567,121.8133,63.3,79,0.411,0.75,4.4,5,0.23,5
12.1948,143.6105,15.64,121,1.85,0.33,10.1,6.4,0.133,17
36.5057,70.3003,219.12,69,0.657,0.66,3.8,5.7,0.134,15
18.8219,145.7116,198.02,133,5.265,0.81,12.5,7.6,0.141,13
15.7282,146.4253,61.91,199,0.78,0.29,8.4,9.9,0.178,9
36.0124,139.9229,41.05,137,0.307,0.67,6.3,7.6,0.233,5
22.7878,122.8483,10,120,1.55,1,7.9,1.9,0.101,28
24.2344,123.6115,48.69,94,0.594,0.89,4.9,7.7,0.148,14
36.4725,71.1311,212,17,0.789,1.03,6.5,1.8,,
31.9464,142.3384,10,137,2.43,0.54,6.3,1.5,0.085,41
41.269,133.1773,478.82,38,3.057,1.24,7,8.6,0.095,30
28.2682,142.7973,10,171,1.288,0.42,11.3,2,0.177,9
39.4784,73.3895,46.95,70,2.371,1.04,7,6.7,0.09,37
27.6354,85.3002,10.22,168,0.077,0.76,9,4.2,0.116,20
18.4267,145.5083,277.03,119,3.179,0.58,11.3,9.6,0.083,40
38.5866,147.5573,10,70,4.799,1.17,9.1,1.9,0.077,51
31.0741,141.6754,48.09,45,6.168,0.46,10,6.8,0.064,74
37.5163,72.2869,188.35,130,0.498,0.7,9,8,0.157,11
16.8012,146.7165,10,45,1.789,0.98,10.3,1.8,0.074,59
36.8983,71.0735,76.19,55,0.458,0.98,6.3,5.1,0.056,99
20.0534,122.2383,35,144,2.954,0.82,4,2,0.184,8
36.3025,69.8329,119.62,83,1.015,0.7,6.7,12,0.231,5
22.4722,121.0587,15.97,120,0.344,0.99,6.2,5.8,0.302,3
36.2347,70.7633,108.29,60,0.901,0.94,5.9,6.1,0.072,56
36.4386,71.0287,106.74,75,0.776,1.13,4.8,5.5,0.09,34
33.9561,69.4921,35,105,0.691,1.4,6.2,2,0.144,13
37.2439,142.4102,16.71,149,1.431,0.7,7.2,4.9,0.235,5
36.4374,71.1206,106.97,51,0.814,1.32,4.6,4.8,0.069,61
28.6157,142.6666,34.86,149,1.573,0.96,10.4,6.5,0.163,11
38.8886,112.9221,10,77,2.754,1.17,5.6,1.9,0.155,12
39.1978,144.2192,29.33,136,2.928,1.04,5.8,5.2,0.215,6
39.1548,144.2494,27.32,136,2.975,1.34,5,5.8,0.08,46
44.4359,149.5686,68.64,138,5.019,0.75,6,8.3,0.13,17
31.9049,71.8979,29.8,112,2.088,0.95,8.5,5.1,0.135,15
9.6048,126.2576,105.27,129,2.606,0.52,13,8,0.127,17
12.9002,144.361,54.61,27,0.844,0.92,6.3,6.4,0.051,122
20.0695,121.9964,16.7,52,2.864,0.88,6.7,3.5,0.041,196
39.1142,67.1004,24.21,47,1.669,0.72,5.9,3.8,0.062,25
52.5709,152.9567,470.22,112,2.926,0.77,9.9,6.4,0.028,365
37.2786,71.9275,152.99,119,0.329,0.76,8.1,8.5,0.299,3
25.7595,90.5452,10,37,1.198,0.81,5.1,1.7,0.048,140
37.2672,71.7494,106.29,116,0.271,0.34,4.9,5.8,0.522,1
29.3708,130.471,41.61,75,2.131,0.73,5.6,7.8,0.069,60
44.5086,138.1518,276.72,36,2.912,1.01,7.3,6.9,0.04,180
12.1142,144.2154,10,159,1.598,1.1,13.9,1.9,0.107,26
11.8855,141.4402,59.85,31,3.749,0.81,5.8,5.8,0.048,134
36.7375,69.6987,298.26,74,0.802,0.39,8.2,8.1,0.139,14
36.6419,70.3366,79.98,67,0.519,1.2,6.7,7.2,0.129,17
39.2092,73.4487,58.04,122,1.304,1.18,6.9,9.9,0.187,8
39.8357,141.9479,58.07,134,2.162,1.02,7.5,8.2,0.116,21
27.5381,85.8383,23.69,152,0.495,1.02,6.3,5,0.098,29
15.2475,122.7802,10,93,7.699,0.88,11.6,1.9,0.081,48
36.5503,142.5338,10,118,1.916,0.77,3.3,1.8,0.074,56
36.525,142.474,28.56,127,1.865,0.83,7.5,5.2,0.08,46
23.7551,94.3079,62.6,168,2.868,0.64,15.8,6.9,0.15,12
12.0364,143.9554,10,90,1.782,0.9,6.6,1.8,0.09,37
18.1472,146.0149,137.16,120,2.898,0.94,15.7,10.3,0.159,11
15.0471,122.8382,10,126,9.373,0.63,11.9,1.9,0.141,14
19.2411,145.6358,153.62,105,3.98,1,13.5,10.5,0.133,15
41.6183,145.6047,35.53,136,1.871,1.01,8.8,6.4,0.121,19
41.6801,140.6599,128.6,99,0.889,0.8,7.4,6.9,0.089,35
22.8234,123.1242,19.71,116,1.639,0.82,8.2,5.9,0.15,12
36.5036,70.683,190.78,71,0.626,0.87,4.9,6.5,0.148,13
12.3844,143.5958,10,121,1.724,0.88,10.6,1.9,0.17,10
33.3807,136.3901,14,27,2.034,0.73,5.3,0.8,,
12.0543,143.8152,10,145,1.839,0.44,10.9,1.9,0.18,10
12.0103,143.8174,10,15,1.874,0.75,8.3,1.7,,
46.4862,149.813,171.49,127,4.873,1.13,8.2,5.6,0.062,77
11.9795,143.8,34.14,78,1.909,0.78,10.4,6.8,0.098,31
33.4853,141.8128,10,121,1.714,0.91,3.2,1.9,0.044,162
12.0795,143.8542,10,22,1.797,0.98,6.1,1.8,0.066,22
35.3132,135.5571,364.19,56,1.204,0.76,5.6,6.5,0.086,37
13.8196,144.507,144.59,105,0.419,0.63,16.7,3.4,0.174,9
36.194,140.0777,57.67,116,0.098,0.79,6.2,2.2,0.093,34
26.5768,126.3014,121.39,82,1.782,0.8,8.4,4.4,0.094,32
22.6041,142.8495,62.71,149,4.512,0.36,9,9,0.162,11
27.8164,85.5483,10,110,0.23,0.52,5.4,1.9,0.094,31
42.9194,144.6956,54.16,120,1.453,0.82,4.1,5.8,0.036,239
45.8098,149.8885,106.81,55,5.064,0.75,8.6,4.2,0.03,338
42.2543,142.9145,59.66,86,0.299,0.75,6.7,6.5,0.141,14
41.3707,89.3864,21.06,53,7.446,0.68,8.3,4.4,0.045,151
19.4858,144.7339,382.83,89,5.864,0.65,14.1,9,0.111,21
15.0579,145.9524,116.93,165,0.227,0.69,12.6,6.7,0.115,21
25.1451,123.474,2.57,69,0.795,0.6,5.7,5.4,0.112,23
26.5088,125.7264,132.82,74,2.301,0.44,8.7,7.1,0.117,21
43.6619,139.1786,30.26,40,1.848,1.16,6.2,3.8,0.128,17
25.9519,90.6891,10,158,1.12,0.35,7.7,2,0.212,6
27.694,66.0465,28.13,58,7.292,0.94,8.2,5.1,0.079,48
22.0535,142.7944,290.52,82,8.646,0.73,12.9,7.9,0.091,32
22.8279,121.2605,34.37,91,0.747,0.91,4.7,5.3,0.098,10
37.2783,141.9941,30.13,119,1.786,0.79,7.9,5.6,0.161,11
36.6162,70.9424,216.99,62,0.587,0.88,7.1,5.4,0.079,45
33.5331,141.118,47.67,134,1.168,0.22,7.4,10.9,0.171,10
18.3405,121.0739,42.9,108,4.454,0.86,9.4,7.2,0.096,30
34.8975,111.0666,15.03,160,4.795,0.76,11.3,6.1,0.155,11
36.5023,70.3097,204.29,84,0.657,1.26,6.4,6.1,0.124,18
36.0128,139.925,43.4,137,0.305,0.75,5.6,6.4,0.237,5
33.6012,141.6464,36.22,138,1.608,0.8,8.5,7.9,0.098,31
12.8375,125.0843,8.68,158,10.009,0.47,13.8,7.7,0.185,8
31.5235,140.0249,55.93,42,1.597,0.78,6.5,6.2,0.035,244
36.4638,70.904,147.51,97,0.711,1.25,7,6,0.122,20
28.8517,144.3371,13.48,116,2.585,1.26,10.7,4.8,0.116,23
36.5197,70.8341,155.2,92,0.639,1.27,5.7,7.4,0.15,13
18.6653,147.1806,44.03,106,3.656,1.08,13.1,9.3,0.154,14
36.7583,141.1779,37.81,118,0.953,0.77,6.2,7.7,0.118,21
34.4452,135.9608,375.7,50,1.259,0.63,7.9,6.9,0.059,80
18.7528,145.68,180.68,102,3.494,0.81,11.9,6.6,0.156,12
28.6114,142.6712,22.35,117,1.57,0.43,8.6,5.1,0.093,35
29.6197,102.146,10,122,6.41,0.68,10.9,1.9,0.111,23
13.0974,143.6556,220.68,86,1.277,0.35,14.2,9.4,0.128,17
51.4301,155.9106,173.72,111,2.008,0.77,10.6,4.6,0.049,122
13.6703,144.8859,95.68,178,0.082,0.14,13.5,4.3,0.195,7
38.9584,70.7476,10,37,0.974,0.71,4.6,1.9,0.07,64
43.3095,145.4071,98.83,126,2.104,0.65,8.2,6.6,0.061,81
37.0865,71.2661,104.81,62,0.542,0.97,7.2,6.4,0.136,15
39.8756,106.4164,10,64,7.494,1.04,9.1,1.9,0.114,21
29.6372,102.2029,10,77,6.358,1.04,8.9,1.9,0.081,45
24.6302,96.1321,57.15,83,3.987,0.37,8,8.4,0.097,31
31.4978,142.2372,10,148,2.61,0.64,7.5,1.9,0.187,8
31.4343,142.3189,10,125,2.704,0.57,4.6,1.9,0.096,32
49.8276,98.2585,16.18,148,5.73,0.43,6.6,6.3,0.264,4
26.3366,126.5149,86,93,1.65,0.72,10.1,7.6,0.097,30
36.5015,71.1404,95.46,184,0.77,0.83,7.1,8.5,0.184,11
18.3138,145.4435,177.29,132,3.073,1.28,12.3,9.1,0.115,22
51.9562,157.6864,115.05,112,1.154,0.73,9.3,6.3,0.045,141
9.1753,126.1662,116.13,128,2.171,0.64,15,10,0.137,15
36.8213,140.6071,10,120,0.678,1.23,6.5,1.8,0.04,195
13.3838,144.1137,44.86,121,0.762,0.83,14.4,11.8,0.235,5
12.9641,144.8123,50.08,167,0.623,0.5,7.2,8,0.105,26
22.2128,121.1276,4.16,122,0.603,0.83,5.9,5.3,0.174,9
35.6504,99.3585,10,62,10.057,0.93,9.9,1.9,0.124,18
22.3295,143.5257,109.72,96,4.899,0.62,10.4,7.2,0.053,105
29.611,102.0989,10,128,6.452,0.48,7.5,1.9,0.138,15
27.7904,66.1492,10,100,7.171,0.8,9.7,1.9,0.112,23
27.7676,66.0962,10,19,7.208,0.54,7.3,1.8,0.043,51
35.7108,99.2689,15.1,39,9.104,0.78,8.6,4.1,0.071,61
9.8348,126.1861,110.51,84,2.812,0.61,7,9,0.117,21
14.6279,122.4277,52.14,150,8.783,0.3,16.7,9.4,0.149,13
12.5581,145.343,46.25,118,1.124,0.98,8.5,8.7,0.126,18
43.3637,147.2738,43.03,125,3.32,0.56,9.8,8.2,0.079,45
37.775,72.5131,10,96,0.719,1.17,5.7,1.9,0.103,27
32.916,138.7603,10,152,0.883,0.53,8.4,2,0.215,6
29.6153,101.9619,10,53,6.569,0.86,7.3,1.8,0.101,30
40.2049,98.1689,14.63,53,9.652,0.94,8.5,4.3,0.066,70
43.7679,147.2155,50.03,86,3.357,0.65,7.8,5.9,0.027,437
37.5763,140.631,90.22,123,0.318,0.99,6.2,4.7,0.079,47
10.0929,126.1822,70.57,144,3.062,0.67,13.7,8.8,0.117,21
36.6185,71.4329,242.11,153,0.853,0.75,8.8,6.1,0.109,24
29.9569,93.1989,10,46,1.818,0.68,6.9,1.9,0.049,125
54.0207,158.5667,171.25,85,1,0.72,8.9,5.7,0.041,170
37.5144,72.1641,188.33,95,0.401,0.46,8.5,5.9,0.152,12
27.6538,140.2435,466.67,69,1.813,0.58,8.5,7.9,0.089,34
31.0208,141.4019,72.76,116,2.485,0.65,8.2,8.1,0.111,24
36.0172,139.4202,94.48,103,0.659,0.6,5.1,4.8,0.141,14
18.4642,145.5987,146.31,89,3.21,0.66,11.3,7,0.056,92
27.0153,126.9032,10,66,1.235,1.14,5.6,1.9,0.133,16
26.6965,126.6963,17.69,128,1.416,0.8,6.3,5.8,0.157,11
36.4012,70.6402,207.56,94,0.724,0.92,7.2,6,0.123,18
20.0446,97.6713,27.05,109,0.776,0.57,7.3,6,0.147,13
16.448,121.0433,10,147,6.336,0.51,9.5,1.9,0.159,11
36.7374,141.252,45.74,172,0.993,0.61,3.9,11.3,0.216,6
54.3489,126.6047,10,70,6.629,0.71,7.9,1.9,0.049,128
12.9592,144.7943,49.17,86,0.63,0.62,10,7,0.129,18
29.5979,102.0829,10,134,6.467,0.92,13.5,1.9,0.157,11
27.0005,126.8326,28.57,49,1.296,0.85,4.7,5,0.046,151
36.8381,70.8282,81.76,81,0.35,1.41,5.9,5.8,0.111,22
26.6332,126.6635,24.96,38,1.453,0.77,6.4,3.6,0.045,154
38.0233,72.4114,10,54,0.772,1.17,5,1.8,,
46.8092,152.4567,62.27,130,7.153,0.88,9.8,4.2,0.114,22
28.8771,142.972,10.46,22,1.906,1.04,5.8,3.3,0.056,106
16.4257,120.1469,101.77,123,2.432,0.67,12,9,0.135,15
55.9922,110.1382,16.7,43,8.358,0.89,8.5,4.3,0.061,81
37.1191,71.8376,193.67,184,0.433,0.63,8.2,6.5,0.302,3
24.3339,125.2545,28.07,121,2.049,0.86,8,5.3,0.056,97
39.4698,142.2424,51.42,132,1.782,0.7,7.1,6.4,0.036,240
29.654,102.0897,10,53,6.454,1.1,7.6,1.8,0.072,58
34.044,78.0686,31.9,101,6.262,1.27,9.8,5.3,0.114,23
27.5852,141.9391,35.84,121,0.534,1.27,6.6,6.5,0.112,25
13.933,144.609,198.47,123,0.424,0.32,12.7,9.9,0.187,8
29.7482,130.637,40.78,129,1.762,0.44,8.2,5.1,0.115,22
19.3671,145.8276,176.92,137,5.818,0.41,14.2,11,0.2,7
37.3331,78.482,41.84,199,4.421,1.03,9,10,0.194,7
15.1486,120.0442,45.61,104,8.128,0.66,8.6,7.1,0.057,94
46.707,147.3917,281.41,119,3.189,0.61,8.9,4.8,0.029,345
41.0237,141.924,59.02,142,1.355,0.88,7.2,7.6,0.082,43
27.1706,140.1375,388.05,101,1.825,0.89,11,8.4,0.087,37
14.8382,122.8028,43.69,68,1.95,0.55,10.4,9.1,0.137,16
39.5201,143.3775,30.27,173,2.427,0.5,8.2,7.3,0.143,14
39.5525,143.1622,34.01,189,2.27,1.27,9.5,7.9,0.265,4
39.765,142.8492,35.44,160,1.951,1.02,7,10.3,0.26,4
39.5418,143.118,36.9,161,2.247,0.62,7,7.1,0.098,10
12.0068,143.3904,34.36,152,2.133,1,11.9,3,0.216,6
39.5343,143.2098,23.48,86,2.31,0.73,7.4,4.6,0.052,116
47.9926,80.4314,14.88,40,1.583,0.8,5.9,4.3,0.074,54
11.5224,141.7408,10,73,3.68,1.16,4.9,1.9,0.126,24
11.5353,141.7013,19.35,72,3.705,0.61,10.4,5.1,0.062,79
11.5056,141.6368,10,46,3.774,1.04,9.5,1.1,0.113,25
11.5148,141.7103,10,38,3.709,0.81,6.9,1.8,0.04,204
16.8055,121.7146,40.05,94,6.01,0.85,10.6,8.3,0.103,28
15.0862,145.6219,10,157,0.222,0.03,9.1,2,0.148,6
39.4546,143.3736,13.31,131,2.46,1.09,7.2,4.5,0.045,152
29.8667,98.0065,23.73,75,6.931,0.69,11,5.4,0.067,68
17.9687,119.8547,30.04,114,5.354,0.5,12.8,6.3,0.095,33
26.5395,128.8398,32.34,54,0.587,0.82,6.6,4.5,0.058,88
53.2248,159.7622,71.64,114,0.7,0.87,8.3,5.6,0.049,123
27.7234,85.534,27.09,137,0.193,0.75,11.1,6.1,0.09,35
43.0144,143.413,119.33,134,1.016,0.57,8.1,7.2,0.057,88
9.1798,125.7119,39,109,2.1,0.8,9.9,7.8,0.103,27
26.0741,143.921,10,91,1.858,0.66,11.7,1.9,0.073,56
29.8888,128.9567,210.5,12,2.066,0.89,6.7,1.8,,
19.0722,147.4474,10,162,4.126,0.63,9.4,2,0.159,11
13.6862,144.5682,134.1,66,0.307,0.43,11.6,5.5,0.127,17
43.2268,146.7219,62.84,185,2.896,0.7,14.1,13,0.136,15
12.2147,144.5168,36.18,153,1.408,0.32,13.2,9.2,0.113,23
53.9951,158.5833,157.91,89,0.974,0.88,10.5,5.7,0.05,120
13.2981,124.8973,26.44,155,34.163,0.4,22,5.9,0.198,7
10.2834,93.5317,125.89,126,1.567,0.99,14.1,2.8,0.148,13
26.245,92.2565,53.71,41,0.765,0.74,7.9,1.2,0.079,47
38.1642,141.6788,46.62,135,0.761,0.59,6.8,7.1,0.114,22
14.4528,123.1091,44.16,106,9.056,0.47,9.6,6.3,0.075,53
27.8303,84.8208,10,171,0.453,0.76,7.7,1.8,0.11,24
9.0804,138.4193,10,134,7.749,0.91,12.7,1.9,0.151,13
42.0204,142.5316,58.47,98,0.466,0.86,6.8,6.3,0.066,68
26.7746,89.092,14.88,177,2.759,1.46,11.4,7.2,0.17,9
36.4782,70.1695,222.01,72,0.723,0.77,7.8,8.1,0.213,6
50.3493,87.3614,14.54,99,3.929,1.18,10.3,5,0.141,14
10.3914,92.4579,27.86,116,1.287,0.59,9.2,7.3,0.187,8
18.2038,120.178,10,46,4.143,1,6.5,1.7,,
34.9563,111.2024,10,70,4.884,0.83,8.6,1.9,0.06,85
36.4096,70.2987,212.16,77,0.748,1.04,5.6,6.8,0.184,9
32.1842,141.8631,31.5,130,1.962,0.86,7.6,5.4,0.064,72
28.1211,129.6854,54.55,76,1.792,0.9,4.8,7.7,0.093,33
36.5452,84.0352,14.06,104,7.086,1.09,9.5,4.5,0.076,52
28.0616,101.4009,35,55,7.412,0.98,8.5,2,0.061,83
28.5538,142.5099,10,161,1.48,0.82,11.3,1.9,0.188,8
